fold,date,daily_return
4,2023-02-13,0.0018997061798582404
4,2023-02-14,0.0009648183847312808
4,2023-02-15,-0.011392661830778583
4,2023-02-16,0.0034842505683749803
4,2023-02-17,0.0012946725759301891
4,2023-02-20,-0.003760246400025924
4,2023-02-21,0.001440259343870487
4,2023-02-22,-0.003146521862227525
4,2023-02-23,0.004222198862995352
4,2023-02-24,-0.0010802554965698707
4,2023-02-27,-0.004441262825190306
4,2023-02-28,-0.00048486373352052414
4,2023-03-02,0.010925808772002776
4,2023-03-03,-0.0007926356557370617
4,2023-03-06,-0.0030162066607386517
4,2023-03-07,0.008839491780274766
4,2023-03-08,-0.006219728183372797
4,2023-03-09,0.0005052498368565139
4,2023-03-10,-0.010378861316815313
4,2023-03-13,-0.0009793207108532709
4,2023-03-14,-0.011453421028417843
4,2023-03-15,0.011664164501182572
4,2023-03-16,0.0003854830660490194
4,2023-03-17,-0.0022991745451083068
4,2023-03-20,-0.0010040561498102507
4,2023-03-21,0.0032473358682234554
4,2023-03-22,-0.0025017263629114606
4,2023-03-23,-0.002274970692945577
4,2023-03-24,0.0002083489923767612
4,2023-03-27,0.0025685885203150516
4,2023-03-28,0.004284809757876706
4,2023-03-29,0.0003237852569362154
4,2023-03-30,-0.0020465756706209426
4,2023-03-31,0.0038793553626126354
4,2023-04-03,-0.000648176811785528
4,2023-04-04,0.010285576265383067
4,2023-04-05,0.002013425986625572
4,2023-04-06,-0.009071746981479945
4,2023-04-07,-0.0075732055052760705
4,2023-04-10,0.0028108457270596965
4,2023-04-11,0.012351552195922988
4,2023-04-12,0.009798392150052626
4,2023-04-13,0.015674787940633594
4,2023-04-14,0.007045886592592643
4,2023-04-17,0.017084011125011678
4,2023-04-18,0.003245159672030873
4,2023-04-19,0.010861138650110291
4,2023-04-20,-0.0028452823725316767
4,2023-04-21,-0.005563036249765729
4,2023-04-24,-0.0010339561779941775
4,2023-04-25,0.000983475134377798
4,2023-04-26,-0.009147620235919085
4,2023-04-27,0.006946471342755833
4,2023-04-28,-0.010588532251856964
4,2023-05-02,0.015499631905441902
4,2023-05-03,0.0016202623418217765
4,2023-05-04,-0.00914800838527352
4,2023-05-08,-0.0072112454839675655
4,2023-05-09,-0.008634678068527468
4,2023-05-10,-0.005437215463143463
4,2023-05-11,-0.0028170053179493726
4,2023-05-12,-0.01560621238150095
4,2023-05-15,0.005893057332262641
4,2023-05-16,0.005268308192033722
4,2023-05-17,-0.002526869158206657
4,2023-05-18,0.0011282095543483361
4,2023-05-19,-0.002210081748915682
4,2023-05-22,0.010322766550620699
4,2023-05-23,0.0038695441602110137
4,2023-05-24,0.004323337068224298
4,2023-05-25,-0.0007400266754631346
4,2023-05-26,0.001135649936337746
4,2023-05-30,0.00721166289363917
4,2023-05-31,0.0029752649855221414
4,2023-06-01,0.0028570560354603813
4,2023-06-02,0.014040852045523522
4,2023-06-05,0.008761413348910896
4,2023-06-07,0.001958115222325363
4,2023-06-08,0.0015613491132122626
4,2023-06-09,0.014183411688926117
4,2023-06-12,-0.0020853809483090124
4,2023-06-13,-0.001418319753364261
4,2023-06-14,-0.005954205887142572
4,2023-06-15,0.0024986835794924556
4,2023-06-16,0.027477733338299393
4,2023-06-19,0.01392769269622307
4,2023-06-20,0.0065713907871989274
4,2023-06-21,-0.01199793770805524
4,2023-06-22,0.009438531898839031
4,2023-06-23,-0.008584769748817722
4,2023-06-26,0.002658900080980686
4,2023-06-27,0.013367750891956076
4,2023-06-28,-0.012661830213221092
4,2023-06-29,0.009266982365330856
4,2023-06-30,0.009234567555846063
4,2023-07-03,0.019756692597573844
4,2023-07-04,0.0031486283604702514
4,2023-07-05,-0.001459673753598123
4,2023-07-06,-0.01112315361618188
4,2023-07-07,0.0025833494052207584
4,2023-07-10,-0.003148227576365792
4,2023-07-11,0.016486503902150673
4,2023-07-12,0.006431221954285471
4,2023-07-13,0.014912170168995376
4,2023-07-14,0.008807379105254753
4,2023-07-17,0.0015296961688739952
4,2023-07-18,0.0013031153818765517
4,2023-07-19,-0.00398698366031891
4,2023-07-20,0.012794479697313843
4,2023-07-21,0.004684863552204543
4,2023-07-24,0.019511893819355253
4,2023-07-25,0.020213409844806796
4,2023-07-26,-0.024247086100997017
4,2023-07-27,-0.013133233674717082
4,2023-07-28,0.0003794612223313454
4,2023-07-31,0.008507741376548639
4,2023-08-01,-0.006843758921407539
4,2023-08-02,-0.02491035277721798
4,2023-08-03,-0.004555216708068133
4,2023-08-04,0.002327125111556416
4,2023-08-07,-0.016198259845019103
4,2023-08-08,-0.00035340180911302976
4,2023-08-09,-0.002164650167266746
4,2023-08-10,-0.0051950062065112546
4,2023-08-11,0.009523170809084602
4,2023-08-14,0.0011807984156595452
4,2023-08-16,-0.01868579920017943
4,2023-08-17,-0.006662858122717941
4,2023-08-18,0.011103340271451767
4,2023-08-21,0.0015498483338560742
4,2023-08-22,-0.0011921590639685231
4,2023-08-23,0.00014760152456405606
4,2023-08-24,-0.0005776446442404826
4,2023-08-25,-0.003749600380513307
4,2023-08-28,-0.0007243517454745829
4,2023-08-29,0.0023870549610094383
4,2023-08-30,0.0030504710605305796
4,2023-08-31,0.0014798583319672876
4,2023-09-01,-0.011228192939067627
4,2023-09-04,0.006534900023585921
4,2023-09-05,0.0021733765011218154
4,2023-09-06,-0.006862949255293294
4,2023-09-07,-0.0036913971670009538
4,2023-09-08,0.0025866080774648026
4,2023-09-11,0.010336918135100959
4,2023-09-12,-0.008829581954823862
4,2023-09-13,-0.008294885969509336
4,2023-09-14,0.008414868136056075
4,2023-09-15,0.006937633956019651
4,2023-09-18,-0.00027088664381902383
4,2023-09-19,-0.0006893940660138709
4,2023-09-20,-0.0012252025607747408
4,2023-09-21,-0.009697490276146525
4,2023-09-22,0.0016771382545250901
4,2023-09-25,-0.010092608403118208
4,2023-09-26,-0.006553162086332054
4,2023-09-27,0.007706041021867005
4,2023-10-04,-0.011112868526745534
4,2023-10-05,-0.0015372575787161447
4,2023-10-06,0.0028681517549407065
4,2023-10-10,-0.006579256505049091
4,2023-10-11,0.011945138569547709
4,2023-10-12,0.011406175756613068
4,2023-10-13,-0.0013578538433606235
4,2023-10-16,-0.004115224804181583
4,2023-10-17,0.005979858651869563
4,2023-10-18,-0.0010231422208919483
4,2023-10-19,-0.0167372502024542
4,2023-10-20,-0.008759224852075809
4,2023-10-23,-0.007729235020075831
4,2023-10-24,0.008661192565229792
4,2023-10-25,0.001525912894538406
4,2023-10-26,-0.012623456831834301
4,2023-10-27,-0.0019417128244902937
4,2023-10-30,-0.00016138036941348854
4,2023-10-31,-0.0031839852650977774
4,2023-11-01,0.004895252521230242
4,2023-11-02,0.016968698015419115
4,2023-11-03,-0.0006566755827379644
4,2023-11-06,0.03755419921622205
4,2023-11-07,-0.007677968359196874
4,2023-11-08,-0.005344248102785221
4,2023-11-09,0.0014784039187443199
4,2023-11-10,0.0010315616510527814
4,2023-11-13,-0.008590708671213587
4,2023-11-14,0.004603670616879052
4,2023-11-15,0.007924922250247546
4,2023-11-16,-0.0013625170749559379
4,2023-11-17,-0.0023445356662560313
4,2023-11-20,0.00017764162639366532
4,2023-11-21,0.003131512886769272
4,2023-11-22,0.0025043550551615557
4,2023-11-23,-0.0002039657142747231
4,2023-11-24,0.004993735589087445
4,2023-11-27,-0.0007747021285640088
4,2023-11-28,0.006406816727874576
4,2023-11-29,-0.0023265482535586024
4,2023-11-30,0.0029521343487313167
4,2023-12-01,-0.0055461223581605434
4,2023-12-04,-0.004595245417282179
4,2023-12-05,-0.012598886896671768
4,2023-12-06,0.0003537278622161022
4,2023-12-07,-0.008962893280878736
4,2023-12-08,0.004470734968452739
4,2023-12-11,0.0032766807265620645
4,2023-12-12,0.0018255801256161774
4,2023-12-13,-0.001899223654518778
4,2023-12-14,0.01244577309628192
4,2023-12-15,0.0002253230822555352
4,2023-12-18,0.010292295008311747
4,2023-12-19,0.0009560068132836719
4,2023-12-20,0.016158522523886498
4,2023-12-21,-0.007583100218213401
4,2023-12-22,0.0038184999290407085
4,2023-12-26,-0.005656901374092915
4,2023-12-27,0.013868770414331655
4,2023-12-28,0.007546851350365369
5,2024-01-02,0.0
5,2024-01-03,0.0
5,2024-01-04,0.0
5,2024-01-05,0.0
5,2024-01-08,0.0
5,2024-01-09,0.0
5,2024-01-10,0.0
5,2024-01-11,0.0
5,2024-01-12,0.0
5,2024-01-15,0.0
5,2024-01-16,0.0
5,2024-01-17,0.0
5,2024-01-18,0.0
5,2024-01-19,0.0
5,2024-01-22,0.0
5,2024-01-23,0.0
5,2024-01-24,0.0
5,2024-01-25,0.0
5,2024-01-26,0.0
5,2024-01-29,0.0
5,2024-01-30,0.0
5,2024-01-31,0.0
5,2024-02-01,-0.001377004980500085
5,2024-02-02,0.010515850378345126
5,2024-02-05,-0.004984192409131616
5,2024-02-06,0.00753521559025172
5,2024-02-07,-0.0005561449247161177
5,2024-02-08,0.01129592628491971
5,2024-02-13,0.004056001185425817
5,2024-02-14,-0.0010780421045176736
5,2024-02-15,0.0032065603963702394
5,2024-02-16,-0.0034253148224056007
5,2024-02-19,0.0027304432582626603
5,2024-02-20,0.003968986404876196
5,2024-02-21,-0.001485877947043357
5,2024-02-22,0.008324869306928218
5,2024-02-23,-0.000748096440419177
5,2024-02-26,0.002955084533510899
5,2024-02-27,-0.009051585833173226
5,2024-02-28,0.0064078049944116255
5,2024-02-29,-0.009320598754934295
5,2024-03-04,0.037671131619314346
5,2024-03-05,0.0007917029462001235
5,2024-03-06,0.014098717207155165
5,2024-03-07,-0.009059971093505426
5,2024-03-08,0.019160450990895805
5,2024-03-11,-0.007330808929192356
5,2024-03-12,0.0051591895846894165
5,2024-03-13,0.008251668230062625
5,2024-03-14,-0.0038081225904832428
5,2024-03-15,-0.01582189252020283
5,2024-03-18,0.0232128382158181
5,2024-03-19,-0.010799697567897781
5,2024-03-20,0.0010432365328911786
5,2024-03-21,0.024876915315672266
5,2024-03-22,-0.0008086475873727572
5,2024-03-25,0.00876260275781493
5,2024-03-26,0.019110889874524473
5,2024-03-27,0.010519135343808772
5,2024-03-28,0.007177413183729886
5,2024-03-29,-0.0003782719230217557
5,2024-04-01,0.007236900221107456
5,2024-04-02,-0.006810353094371946
5,2024-04-03,-0.011865238995408367
5,2024-04-04,0.022011059720175252
5,2024-04-05,-0.01559364788764206
5,2024-04-08,-0.006565642057497656
5,2024-04-09,0.005712168008778606
5,2024-04-11,0.024096017924365887
5,2024-04-12,0.005790274184108712
5,2024-04-15,-0.002727687919928279
5,2024-04-16,-0.03155898821513836
5,2024-04-17,0.007943505151174035
5,2024-04-18,0.027518801760134437
5,2024-04-19,-0.0133179167898827
5,2024-04-22,-0.0016926455348333924
5,2024-04-23,0.005117210575289466
5,2024-04-24,0.018979416293592788
5,2024-04-25,-0.006891208046821196
5,2024-04-26,0.004146072179781024
5,2024-04-29,0.00902055984297756
5,2024-04-30,-0.0036322313516027327
5,2024-05-02,-0.0015945328760273991
5,2024-05-03,-0.008789636684593427
5,2024-05-07,0.008799335951237497
5,2024-05-08,0.0033974093602016087
5,2024-05-09,-0.0012975161592934104
5,2024-05-10,0.00015417444122833857
5,2024-05-13,0.0007103207085346064
5,2024-05-14,0.0015776920304124697
5,2024-05-16,0.008556175871620608
5,2024-05-17,0.0035029409322901994
5,2024-05-20,0.012964087900228849
5,2024-05-21,-0.0005516782084313832
5,2024-05-22,-0.004213696775263953
5,2024-05-23,-0.002481641629221265
5,2024-05-24,0.0010911474306289914
5,2024-05-27,0.0054583342256184775
5,2024-05-28,0.006507584308746317
5,2024-05-29,-0.002864626765518574
5,2024-05-30,-0.006283134414195812
5,2024-05-31,0.0008475492749659974
5,2024-06-03,0.007142460216202684
5,2024-06-04,-0.007985061219135225
5,2024-06-05,0.0002629693060616223
5,2024-06-07,0.004197166065114777
5,2024-06-10,-0.0007706202448553023
5,2024-06-11,0.0008125114944184109
5,2024-06-12,0.010968242077470824
5,2024-06-13,0.01823546119611197
5,2024-06-14,0.002444449939589921
5,2024-06-17,0.008089740890800279
5,2024-06-18,0.0017830953320530085
5,2024-06-19,0.00010657393722168784
5,2024-06-20,-0.0021638828444230374
5,2024-06-21,0.0010868061943922758
5,2024-06-24,-0.006052149443342092
5,2024-06-25,-0.0002886984959492578
5,2024-06-26,0.004868132306708128
5,2024-06-27,-0.0012687130659576606
5,2024-06-28,0.009970838007822058
5,2024-07-01,-0.01976005147226445
5,2024-07-02,-0.010590747195911798
5,2024-07-03,-0.00837808050465505
5,2024-07-04,-0.00880676939479108
5,2024-07-05,-0.005086628442677599
5,2024-07-08,0.01385973499140336
5,2024-07-09,0.02211719078865504
5,2024-07-10,0.014369958951065964
5,2024-07-11,0.007112455620511993
5,2024-07-12,-0.0026348334622512404
5,2024-07-15,0.0057130008488006645
5,2024-07-16,0.0085780559770956
5,2024-07-17,-0.014718388326414922
5,2024-07-18,-0.020353269620614678
5,2024-07-19,-0.001000308028829222
5,2024-07-22,-0.006861947534708812
5,2024-07-23,0.03483173422481656
5,2024-07-24,0.010239583457038792
5,2024-07-25,-0.034679034618383175
5,2024-07-26,-0.001939779242296047
5,2024-07-29,0.0141571652235295
5,2024-07-30,0.0011708364437585939
5,2024-07-31,-0.00777236493931488
5,2024-08-01,-0.0033928214637278797
5,2024-08-02,-0.02748464061733047
5,2024-08-05,-0.044561588425849674
5,2024-08-06,0.01162037761250101
5,2024-08-07,-0.009682324987846713
5,2024-08-08,-0.0005448117264024166
5,2024-08-09,1.5023486158227684e-05
5,2024-08-12,0.0006860622275148831
5,2024-08-13,-0.0011503264057064477
5,2024-08-14,-0.0007865831003496249
5,2024-08-16,0.0005742732705076303
5,2024-08-19,-0.0007316278447603297
5,2024-08-20,-0.0003885188922188032
5,2024-08-21,5.284328656229853e-05
5,2024-08-22,-0.0002377822243359029
5,2024-08-23,0.00018498571635405803
5,2024-08-26,-0.00010568657312448604
5,2024-08-27,0.0002906687958812437
5,2024-08-28,-0.0001585005447727328
5,2024-08-29,-0.0005284189039266307
5,2024-08-30,-0.00023791422514107818
5,2024-09-02,-0.01170546629996605
5,2024-09-03,-0.0006237495157974671
5,2024-09-04,-0.020741661720202975
5,2024-09-05,-0.012114123660586062
5,2024-09-06,-0.006075496837705474
5,2024-09-09,0.0028517882700829222
5,2024-09-10,0.001613963422667064
5,2024-09-11,-8.797049369091425e-05
5,2024-09-12,0.009350147407581444
5,2024-09-13,-6.474955531443616e-05
5,2024-09-19,0.0036253407152588846
5,2024-09-20,0.0009444145953561023
5,2024-09-23,0.0041963219277183494
5,2024-09-24,0.003799680000164729
5,2024-09-25,-0.007601065377433325
5,2024-09-26,0.010059702802681869
5,2024-09-27,-0.0013533887012704415
5,2024-09-30,-0.0031700467297205437
5,2024-10-02,-0.004715059675722277
5,2024-10-04,0.008476665760013491
5,2024-10-07,0.011806402680555106
5,2024-10-08,-0.004160668523320532
5,2024-10-10,0.0025175837444304516
5,2024-10-11,-0.002333418805583798
5,2024-10-14,0.011736884369799139
5,2024-10-15,0.005897099895971758
5,2024-10-16,-0.0008154167959470993
5,2024-10-17,0.013232424216823135
5,2024-10-18,-0.010245493510445014
5,2024-10-21,0.0027256792159544574
5,2024-10-22,-0.0013908992967183176
5,2024-10-23,-0.0055249426887067354
5,2024-10-24,-0.0016117717262186249
5,2024-10-25,0.0017313235376852365
5,2024-10-28,-0.005295662441712534
5,2024-10-29,7.005283845828991e-05
5,2024-10-30,-0.004327138995293245
5,2024-10-31,-0.007446596509398273
5,2024-11-01,-0.004606516740977118
5,2024-11-04,0.010898677574444626
5,2024-11-05,-0.00018200934377210487
5,2024-11-06,0.00658235560518361
5,2024-11-07,0.0033901410917220876
5,2024-11-08,-0.002946831000857353
5,2024-11-11,-0.004485782426078666
5,2024-11-12,-0.010755333338369644
5,2024-11-13,-0.01281922407586955
5,2024-11-14,0.0031871950262520876
5,2024-11-15,-0.0038371726441904785
5,2024-11-18,-0.0033365637890583333
5,2024-11-19,0.000445828632911871
5,2024-11-20,0.004269130271008947
5,2024-11-21,-0.009641272663846623
5,2024-11-22,0.0028847009732710926
5,2024-11-25,0.0022572548993451402
5,2024-11-26,-0.004046723472317382
5,2024-11-27,-0.0015200318771465549
5,2024-11-28,-0.0017943213735551744
5,2024-11-29,-0.002576818902393918
5,2024-12-02,-0.005691696721913386
5,2024-12-03,0.01805021444772037
5,2024-12-04,-0.006701764482427763
5,2024-12-05,-0.006036358650344464
5,2024-12-06,-0.007326946444631388
5,2024-12-09,-0.018835913227798318
5,2024-12-10,0.015354262296100929
5,2024-12-11,0.011731946662329351
5,2024-12-12,0.002174029807752831
5,2024-12-13,0.003594515910005258
5,2024-12-16,0.005279682514915729
5,2024-12-17,0.0009646221109878006
5,2024-12-18,-0.002444470995367154
5,2024-12-19,-0.0008066155324120139
5,2024-12-20,-0.00896419350317057
5,2024-12-23,0.013186223942216468
5,2024-12-24,0.0008751406357674352
5,2024-12-26,-0.0015827097438506632
5,2024-12-27,-0.0019420566118995009
5,2024-12-30,0.0004148076989809457
